;index_x;LLM_score;date;company;index_y;title;symbols;sentiment;ticker
124253;5385;0;2022-08-09T20:30:00+00:00;Urban One Inc;160507;URBAN ONE, INC. REPORTS SECOND QUARTER RESULTS;['UA1.F', 'UONE.US', 'UONEK.US'];{'polarity': 0.997, 'neg': 0.019, 'neu': 0.874, 'pos': 0.107};UONEK
124475;5608;0;2022-08-10T09:35:00+00:00;Zillow Group Inc;66676;3 of the Cheapest Stocks I Own;['0ZG.F', '0ZG2.F', '307.F', '931.F', 'AMZ.F', 'AMZ.XETRA', 'AMZN.MX', 'AMZN.US', 'AMZO34.SA', 'FTCH.US', 'OPEN.US', 'SE.US', 'SHOP.TO'];{'polarity': 0.226, 'neg': 0.058, 'neu': 0.855, 'pos': 0.087};Z
124476;5608;0;2022-08-10T09:35:00+00:00;Zillow Group Inc;67466;3 of the Cheapest Stocks I Own;['0ZG.F', '0ZG2.F', '307.F', '931.F', 'AMZ.F', 'AMZ.XETRA', 'AMZN.MX', 'AMZN.US', 'AMZO34.SA', 'FTCH.US', 'OPEN.US', 'SE.US', 'SHOP.TO'];{'polarity': 0.226, 'neg': 0.058, 'neu': 0.855, 'pos': 0.087};ZG
124503;5636;0;2022-08-10T10:34:00+00:00;Zillow Group Inc;66675;Starbucks' Success With Cold Drinks Is Just the Tip of the Iceberg in Market News;['0ZG.F', '0ZG2.F', '2PP.F', '2PP.XETRA', '307.F', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'AMZ.F', 'AMZ.XETRA', 'AMZN.MX', 'AMZN.US', 'AMZO34.SA', 'EBA.F', 'EBA.XETRA', 'EBAY.MX', 'EBAY.US'];{'polarity': 0.402, 'neg': 0, 'neu': 0.816, 'pos': 0.184};Z
124504;5636;0;2022-08-10T10:34:00+00:00;Zillow Group Inc;67465;Starbucks' Success With Cold Drinks Is Just the Tip of the Iceberg in Market News;['0ZG.F', '0ZG2.F', '2PP.F', '2PP.XETRA', '307.F', 'ABEA.F', 'ABEA.XETRA', 'ABEC.F', 'ABEC.XETRA', 'AMZ.F', 'AMZ.XETRA', 'AMZN.MX', 'AMZN.US', 'AMZO34.SA', 'EBA.F', 'EBA.XETRA', 'EBAY.MX', 'EBAY.US'];{'polarity': 0.402, 'neg': 0, 'neu': 0.816, 'pos': 0.184};ZG
124519;5652;0;2022-08-10T11:00:00+00:00;Atlanta Braves Holdings Inc;46499;Liberty Media Corporation Prices Upsized Private Offering of $425 Million of 2.25% Convertible Senior Notes Due 2027;['BATRA.US', 'BATRB.US', 'BATRK.US', 'FWONA.US', 'FWONB.US', 'FWONK.US', 'LM03.F', 'LM04.F', 'LM05.F', 'LM06.F', 'LSXMA.US', 'LSXMB.US'];{'polarity': 1, 'neg': 0.013, 'neu': 0.81, 'pos': 0.177};BATRA
124520;5652;0;2022-08-10T11:00:00+00:00;Atlanta Braves Holdings Inc;51270;Liberty Media Corporation Prices Upsized Private Offering of $425 Million of 2.25% Convertible Senior Notes Due 2027;['BATRA.US', 'BATRB.US', 'BATRK.US', 'FWONA.US', 'FWONB.US', 'FWONK.US', 'LM03.F', 'LM04.F', 'LM05.F', 'LM06.F', 'LSXMA.US', 'LSXMB.US'];{'polarity': 1, 'neg': 0.013, 'neu': 0.81, 'pos': 0.177};BATRK
124539;5672;1;2022-08-10T11:08:48+00:00;Liberty Latin America Ltd;114382;Liberty Latin America Ltd. (NASDAQ:LILA) insiders placed bullish bets worth US$660k in the last 12 months;['LILA.US', 'LILAB.US', 'LILAK.US'];{'polarity': 0.997, 'neg': 0.024, 'neu': 0.835, 'pos': 0.141};LILA
124540;5672;1;2022-08-10T11:08:48+00:00;Liberty Latin America Ltd;114752;Liberty Latin America Ltd. (NASDAQ:LILA) insiders placed bullish bets worth US$660k in the last 12 months;['LILA.US', 'LILAB.US', 'LILAK.US'];{'polarity': 0.997, 'neg': 0.024, 'neu': 0.835, 'pos': 0.141};LILAK
124543;5676;1;2022-08-10T11:14:24+00:00;Chicken Soup for the Soul Entertainment Inc;152281;Redbox says merger deal with Chicken Soup approved by shareholders and may close Thursday;['CSSE.US', 'CSSEP.US', 'RDBX.US'];{'polarity': 0.772, 'neg': 0, 'neu': 0.905, 'pos': 0.095};CSSEP
124544;5676;1;2022-08-10T11:14:24+00:00;Chicken Soup for the Soul Entertainment Inc;179099;Redbox says merger deal with Chicken Soup approved by shareholders and may close Thursday;['CSSE.US', 'CSSEP.US', 'RDBX.US'];{'polarity': 0.772, 'neg': 0, 'neu': 0.905, 'pos': 0.095};CSSE
124806;5939;-1;2022-08-10T14:36:00+00:00;Chicken Soup for the Soul Entertainment Inc;152280;Redbox Stock Plunges After Shareholders OK Acquisition by Chicken Soup for the Soul;['CSSE.US', 'CSSEP.US', 'RDBX.US'];{'polarity': 0, 'neg': 0, 'neu': 1, 'pos': 0};CSSEP
124807;5939;-1;2022-08-10T14:36:00+00:00;Chicken Soup for the Soul Entertainment Inc;179097;Redbox Stock Plunges After Shareholders OK Acquisition by Chicken Soup for the Soul;['CSSE.US', 'CSSEP.US', 'RDBX.US'];{'polarity': 0, 'neg': 0, 'neu': 1, 'pos': 0};CSSE
124868;6001;1;2022-08-10T16:20:04+00:00;AGNC Investment Corp;62867;Will AGNC Investment (AGNC) Gain on Rising Earnings Estimates?;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCP.US', 'GSPC.INDX'];{'polarity': 0.996, 'neg': 0.016, 'neu': 0.828, 'pos': 0.156};AGNCN
124869;6001;1;2022-08-10T16:20:04+00:00;AGNC Investment Corp;64479;Will AGNC Investment (AGNC) Gain on Rising Earnings Estimates?;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCP.US', 'GSPC.INDX'];{'polarity': 0.996, 'neg': 0.016, 'neu': 0.828, 'pos': 0.156};AGNCM
124870;6001;1;2022-08-10T16:20:04+00:00;AGNC Investment Corp;67047;Will AGNC Investment (AGNC) Gain on Rising Earnings Estimates?;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCP.US', 'GSPC.INDX'];{'polarity': 0.996, 'neg': 0.016, 'neu': 0.828, 'pos': 0.156};AGNCP
124871;6001;1;2022-08-10T16:20:04+00:00;AGNC Investment Corp;85476;Will AGNC Investment (AGNC) Gain on Rising Earnings Estimates?;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCP.US', 'GSPC.INDX'];{'polarity': 0.996, 'neg': 0.016, 'neu': 0.828, 'pos': 0.156};AGNC
124872;6005;1;2022-08-10T16:20:04+00:00;First Citizens BancShares Inc;51499;Will First Citizens (FCNCA) Gain on Rising Earnings Estimates?;['FC6A.F', 'FCNCA.US', 'FCNCB.US', 'FCNCO.US', 'GSPC.INDX'];{'polarity': 0.995, 'neg': 0.024, 'neu': 0.823, 'pos': 0.154};FCNCA
124873;6005;1;2022-08-10T16:20:04+00:00;First Citizens BancShares Inc;156798;Will First Citizens (FCNCA) Gain on Rising Earnings Estimates?;['FC6A.F', 'FCNCA.US', 'FCNCB.US', 'FCNCO.US', 'GSPC.INDX'];{'polarity': 0.995, 'neg': 0.024, 'neu': 0.823, 'pos': 0.154};FCNCO
124876;6009;0;2022-08-10T16:32:09+00:00;United Community Banks Inc;98454;United Community Bank names new state leader;['UCBI.US', 'UCBIO.US', 'UCBN.F'];{'polarity': 0.807, 'neg': 0, 'neu': 0.757, 'pos': 0.243};UCBI
124877;6009;0;2022-08-10T16:32:09+00:00;United Community Banks Inc;108359;United Community Bank names new state leader;['UCBI.US', 'UCBIO.US', 'UCBN.F'];{'polarity': 0.807, 'neg': 0, 'neu': 0.757, 'pos': 0.243};UCBIO
125121;6254;0;2022-08-10T21:02:00+00:00;FAT Brands Inc;159443;FAT Brands Inc. Reaches Agreement in Principle to Settle Class Action Litigation;['FAT.US', 'FATBP.US', 'FATBW.US'];{'polarity': 0.985, 'neg': 0.081, 'neu': 0.8, 'pos': 0.119};FATBP
125122;6254;0;2022-08-10T21:02:00+00:00;FAT Brands Inc;171169;FAT Brands Inc. Reaches Agreement in Principle to Settle Class Action Litigation;['FAT.US', 'FATBP.US', 'FATBW.US'];{'polarity': 0.985, 'neg': 0.081, 'neu': 0.8, 'pos': 0.119};FAT
125166;6299;0;2022-08-10T22:54:00+00:00;Zillow Group Inc;66674;Why Shares of Opendoor and Redfin Jumped Today;['0ZG.F', '0ZG2.F', 'OPEN.US', 'R6G.F', 'RDFN.US', 'Z.US', 'ZG.US'];{'polarity': 0.84, 'neg': 0.039, 'neu': 0.768, 'pos': 0.193};Z
125167;6299;0;2022-08-10T22:54:00+00:00;Zillow Group Inc;67464;Why Shares of Opendoor and Redfin Jumped Today;['0ZG.F', '0ZG2.F', 'OPEN.US', 'R6G.F', 'RDFN.US', 'Z.US', 'ZG.US'];{'polarity': 0.84, 'neg': 0.039, 'neu': 0.768, 'pos': 0.193};ZG
125240;6373;1;2022-08-11T09:49:46+00:00;Chicken Soup for the Soul Entertainment Inc;152279;Chicken Soup for the Soul Entertainment surges again as it closes deal to buy Redbox;['CSSE.US', 'CSSEP.US', 'RDBX.US'];{'polarity': 0.881, 'neg': 0.04, 'neu': 0.762, 'pos': 0.198};CSSEP
125241;6373;1;2022-08-11T09:49:46+00:00;Chicken Soup for the Soul Entertainment Inc;179096;Chicken Soup for the Soul Entertainment surges again as it closes deal to buy Redbox;['CSSE.US', 'CSSEP.US', 'RDBX.US'];{'polarity': 0.881, 'neg': 0.04, 'neu': 0.762, 'pos': 0.198};CSSE
125368;6501;1;2022-08-11T12:00:00+00:00;Fortress Biotech Inc;110391;Fortress Biotech Subsidiary Helocyte Announces Grant that Could Provide Over $20 Million from National Institute of Allergy and Infectious Diseases for Phase 2 Study of Triplex for Control of Cytomegalovirus in Patients Undergoing Liver Transplantation;['CNB.F', 'FBIO.US', 'FBIOP.US'];{'polarity': 0.997, 'neg': 0.042, 'neu': 0.842, 'pos': 0.116};FBIOP
125369;6501;1;2022-08-11T12:00:00+00:00;Fortress Biotech Inc;177412;Fortress Biotech Subsidiary Helocyte Announces Grant that Could Provide Over $20 Million from National Institute of Allergy and Infectious Diseases for Phase 2 Study of Triplex for Control of Cytomegalovirus in Patients Undergoing Liver Transplantation;['FBIO.US'];{'polarity': 0.997, 'neg': 0.042, 'neu': 0.841, 'pos': 0.116};FBIO
125379;6512;0;2022-08-11T12:00:00+00:00;Zillow Group Inc;66673;Zillow and UNCF open registration for HBCU Hackathon;['0ZG.F', '0ZG2.F', 'Z.US', 'ZG.US'];{'polarity': 0.999, 'neg': 0.011, 'neu': 0.84, 'pos': 0.149};Z
125380;6512;0;2022-08-11T12:00:00+00:00;Zillow Group Inc;67463;Zillow and UNCF open registration for HBCU Hackathon;['0ZG.F', '0ZG2.F', 'Z.US', 'ZG.US'];{'polarity': 0.999, 'neg': 0.011, 'neu': 0.84, 'pos': 0.149};ZG
125429;6562;1;2022-08-11T12:34:50+00:00;Urban One Inc;160053;Urban One, Inc. (NASDAQ:UONE.K) Delivered A Better ROE Than Its Industry;['UA1.F', 'UONE-K.US', 'UONE.US', 'UONEK.US'];{'polarity': 0.985, 'neg': 0.071, 'neu': 0.813, 'pos': 0.115};UONE
125430;6562;1;2022-08-11T12:34:50+00:00;Urban One Inc;160506;Urban One, Inc. (NASDAQ:UONE.K) Delivered A Better ROE Than Its Industry;['UA1.F', 'UONE-K.US', 'UONE.US', 'UONEK.US'];{'polarity': 0.985, 'neg': 0.071, 'neu': 0.813, 'pos': 0.115};UONEK
125473;6606;1;2022-08-11T13:00:00+00:00;First Citizens BancShares Inc;51498;CIT Closes $75 Million Factoring Facility with Consumer Products Wholesaler;['FC6A.F', 'FCNCA.US', 'FCNCB.US', 'FCNCO.US', 'FCNCP.US'];{'polarity': 0.977, 'neg': 0, 'neu': 0.907, 'pos': 0.093};FCNCA
125474;6606;1;2022-08-11T13:00:00+00:00;First Citizens BancShares Inc;156797;CIT Closes $75 Million Factoring Facility with Consumer Products Wholesaler;['FC6A.F', 'FCNCA.US', 'FCNCB.US', 'FCNCO.US', 'FCNCP.US'];{'polarity': 0.977, 'neg': 0, 'neu': 0.907, 'pos': 0.093};FCNCO
125475;6606;1;2022-08-11T13:00:00+00:00;First Citizens BancShares Inc;157655;CIT Closes $75 Million Factoring Facility with Consumer Products Wholesaler;['FC6A.F', 'FCNCA.US', 'FCNCB.US', 'FCNCO.US', 'FCNCP.US'];{'polarity': 0.977, 'neg': 0, 'neu': 0.907, 'pos': 0.093};FCNCP
125488;6621;1;2022-08-11T13:01:00+00:00;Chicken Soup for the Soul Entertainment Inc;152278;Chicken Soup for the Soul Entertainment Completes Acquisition of Redbox Entertainment Inc.;['CSSE.US', 'CSSEP.US', 'RDBX.US'];{'polarity': 1, 'neg': 0.019, 'neu': 0.837, 'pos': 0.143};CSSEP
125489;6621;1;2022-08-11T13:01:00+00:00;Chicken Soup for the Soul Entertainment Inc;179095;Chicken Soup for the Soul Entertainment Completes Acquisition of Redbox Entertainment Inc.;['CSSE.US', 'CSSEP.US', 'RDBX.US'];{'polarity': 1, 'neg': 0.019, 'neu': 0.837, 'pos': 0.143};CSSE
125501;6634;1;2022-08-11T13:08:33+00:00;Chicken Soup for the Soul Entertainment Inc;152277;Chicken Soup for the Soul says deal for Redbox is officially completed;['CSSE.US', 'CSSEP.US', 'RDBX.US'];{'polarity': 0.912, 'neg': 0, 'neu': 0.823, 'pos': 0.177};CSSEP
125502;6634;1;2022-08-11T13:08:33+00:00;Chicken Soup for the Soul Entertainment Inc;179094;Chicken Soup for the Soul says deal for Redbox is officially completed;['CSSE.US', 'CSSEP.US', 'RDBX.US'];{'polarity': 0.912, 'neg': 0, 'neu': 0.823, 'pos': 0.177};CSSE
125615;6748;0;2022-08-11T15:08:41+00:00;Chicken Soup for the Soul Entertainment Inc;152276;Chicken Soup for the Soul is buying Redbox, Ford CEO auctions a one-on-one lunch;['CSSE.US', 'CSSEP.US', 'F.MX', 'F.US', 'FDMO34.SA', 'FMC1.F', 'FMC1.XETRA', 'RDBX.US'];{'polarity': 0.996, 'neg': 0.018, 'neu': 0.847, 'pos': 0.135};CSSEP
125616;6748;0;2022-08-11T15:08:41+00:00;Chicken Soup for the Soul Entertainment Inc;179093;Chicken Soup for the Soul is buying Redbox, Ford CEO auctions a one-on-one lunch;['CSSE.US', 'CSSEP.US', 'F.MX', 'F.US', 'FDMO34.SA', 'FMC1.F', 'FMC1.XETRA', 'RDBX.US'];{'polarity': 0.996, 'neg': 0.018, 'neu': 0.847, 'pos': 0.135};CSSE
125657;6790;1;2022-08-11T16:18:52+00:00;Chicken Soup for the Soul Entertainment Inc;152275;Chicken Soup for the Soul's deal to buy Redbox closes;['CSSE.US', 'CSSEP.US', 'RDBX.US'];{'polarity': 0.681, 'neg': 0, 'neu': 0.833, 'pos': 0.167};CSSEP
125658;6790;1;2022-08-11T16:18:52+00:00;Chicken Soup for the Soul Entertainment Inc;179092;Chicken Soup for the Soul's deal to buy Redbox closes;['CSSE.US', 'CSSEP.US', 'RDBX.US'];{'polarity': 0.681, 'neg': 0, 'neu': 0.833, 'pos': 0.167};CSSE
125765;6898;0;2022-08-11T20:01:00+00:00;Chicken Soup for the Soul Entertainment Inc;152274;Chicken Soup for the Soul Entertainment Reports Q2 2022 Results;['CSSE.US', 'CSSEP.US'];{'polarity': 1, 'neg': 0.04, 'neu': 0.834, 'pos': 0.126};CSSEP
125766;6898;0;2022-08-11T20:01:00+00:00;Chicken Soup for the Soul Entertainment Inc;179091;Chicken Soup for the Soul Entertainment Reports Q2 2022 Results;['CSSE.US', 'CSSEP.US'];{'polarity': 1, 'neg': 0.04, 'neu': 0.834, 'pos': 0.126};CSSE
125795;6928;0;2022-08-11T20:05:00+00:00;Fortress Biotech Inc;110390;Mustang Bio Reports Second Quarter 2022 Financial Results and Recent Corporate Highlights;['2W6.STU', 'CNB.F', 'FBIO.US', 'FBIOP.US', 'MBIO.US'];{'polarity': 0.999, 'neg': 0.028, 'neu': 0.881, 'pos': 0.091};FBIOP
125796;6928;0;2022-08-11T20:05:00+00:00;Fortress Biotech Inc;177411;Mustang Bio Reports Second Quarter 2022 Financial Results and Recent Corporate Highlights;['2W6.STU', 'CNB.F', 'FBIO.US', 'FBIOP.US', 'MBIO.US'];{'polarity': 0.999, 'neg': 0.028, 'neu': 0.881, 'pos': 0.091};FBIO
125806;6939;0;2022-08-11T20:05:00+00:00;LifeMD Inc;140018;LifeMD, Inc. Reports Second Quarter 2022 Results;['LFMD.US', 'LFMDP.US'];{'polarity': 1, 'neg': 0.053, 'neu': 0.828, 'pos': 0.119};LFMDP
125807;6939;0;2022-08-11T20:05:00+00:00;LifeMD Inc;168603;LifeMD, Inc. Reports Second Quarter 2022 Results;['LFMD.US', 'LFMDP.US'];{'polarity': 1, 'neg': 0.053, 'neu': 0.828, 'pos': 0.119};LFMD
125825;6958;0;2022-08-11T20:10:00+00:00;Seneca Foods Corp;153302;Seneca Foods Reports Sales and Earnings for the Three Months Ended July 2, 2022;['SENEA.US', 'SENEB.US'];{'polarity': 0.998, 'neg': 0.048, 'neu': 0.838, 'pos': 0.113};SENEA
125826;6958;0;2022-08-11T20:10:00+00:00;Seneca Foods Corp;156203;Seneca Foods Reports Sales and Earnings for the Three Months Ended July 2, 2022;['SENEA.US', 'SENEB.US'];{'polarity': 0.998, 'neg': 0.048, 'neu': 0.838, 'pos': 0.113};SENEB
125842;6975;1;2022-08-11T20:30:00+00:00;Fortress Biotech Inc;110389;Fortress Biotech Reports Second Quarter 2022 Financial Results and Recent Corporate Highlights;['CNB.F', 'FBIO.US', 'FBIOP.US'];{'polarity': 1, 'neg': 0.03, 'neu': 0.891, 'pos': 0.079};FBIOP
125843;6975;1;2022-08-11T20:30:00+00:00;Fortress Biotech Inc;177410;Fortress Biotech Reports Second Quarter 2022 Financial Results and Recent Corporate Highlights;['FBIO.US'];{'polarity': 1, 'neg': 0.03, 'neu': 0.891, 'pos': 0.079};FBIO
125854;6987;0;2022-08-11T20:53:37+00:00;Chicken Soup for the Soul Entertainment Inc;152273;Stocks moving in after hours: Rivian, Toast, Poshmark, Chicken Soup for the Soul;['CSSE.US', 'CSSEP.US', 'POSH.US', 'RIVN.US', 'TOST.US'];{'polarity': 0.85, 'neg': 0.017, 'neu': 0.901, 'pos': 0.082};CSSEP
125855;6987;0;2022-08-11T20:53:37+00:00;Chicken Soup for the Soul Entertainment Inc;179090;Stocks moving in after hours: Rivian, Toast, Poshmark, Chicken Soup for the Soul;['CSSE.US', 'CSSEP.US', 'POSH.US', 'RIVN.US', 'TOST.US'];{'polarity': 0.85, 'neg': 0.017, 'neu': 0.901, 'pos': 0.082};CSSE
125875;7008;-1;2022-08-11T21:45:09+00:00;Fortress Biotech Inc;110388;Fortress Biotech (FBIO) Reports Q2 Loss, Misses Revenue Estimates;['CNB.F', 'FBIO.US', 'FBIOP.US'];{'polarity': 0.993, 'neg': 0.023, 'neu': 0.889, 'pos': 0.088};FBIOP
125876;7008;-1;2022-08-11T21:45:09+00:00;Fortress Biotech Inc;177409;Fortress Biotech (FBIO) Reports Q2 Loss, Misses Revenue Estimates;['CNB.F', 'FBIO.US', 'FBIOP.US'];{'polarity': 0.993, 'neg': 0.023, 'neu': 0.889, 'pos': 0.088};FBIO
125896;7029;1;2022-08-11T22:18:00+00:00;Chicken Soup for the Soul Entertainment Inc;152272;Chicken Soup Completes Redbox Acquisition, Ending a Weird Meme-Stock Tale;['508869.BSE', 'APOLLOHOSP.BSE', 'APOLLOHOSP.NSE', 'CSSE.US', 'CSSEP.US', 'RDBX.US'];{'polarity': 0, 'neg': 0, 'neu': 1, 'pos': 0};CSSEP
125897;7029;1;2022-08-11T22:18:00+00:00;Chicken Soup for the Soul Entertainment Inc;179088;Chicken Soup Completes Redbox Acquisition, Ending a Weird Meme-Stock Tale;['508869.BSE', 'APOLLOHOSP.BSE', 'APOLLOHOSP.NSE', 'CSSE.US', 'CSSEP.US', 'RDBX.US'];{'polarity': 0, 'neg': 0, 'neu': 1, 'pos': 0};CSSE
126045;7178;0;2022-08-12T12:00:00+00:00;Fortress Biotech Inc;110387;Checkpoint Therapeutics Reports Second Quarter 2022 Financial Results and Recent Corporate Highlights;['CKPT.US', 'CNB.F', 'FBIO.US', 'FBIOP.US'];{'polarity': 0.999, 'neg': 0.05, 'neu': 0.828, 'pos': 0.122};FBIOP
126046;7178;0;2022-08-12T12:00:00+00:00;Fortress Biotech Inc;177408;Checkpoint Therapeutics Reports Second Quarter 2022 Financial Results and Recent Corporate Highlights;['CKPT.US', 'FBIO.US'];{'polarity': 0.999, 'neg': 0.05, 'neu': 0.827, 'pos': 0.123};FBIO
126106;7239;0;2022-08-12T13:00:01+00:00;AGNC Investment Corp;62866;Is Most-Watched Stock AGNC Investment Corp. (AGNC) Worth Betting on Now?;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCP.US'];{'polarity': 0.999, 'neg': 0.006, 'neu': 0.86, 'pos': 0.134};AGNCN
126107;7239;0;2022-08-12T13:00:01+00:00;AGNC Investment Corp;64478;Is Most-Watched Stock AGNC Investment Corp. (AGNC) Worth Betting on Now?;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCP.US'];{'polarity': 0.999, 'neg': 0.006, 'neu': 0.86, 'pos': 0.134};AGNCM
126108;7239;0;2022-08-12T13:00:01+00:00;AGNC Investment Corp;67046;Is Most-Watched Stock AGNC Investment Corp. (AGNC) Worth Betting on Now?;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCP.US'];{'polarity': 0.999, 'neg': 0.006, 'neu': 0.86, 'pos': 0.134};AGNCP
126109;7239;0;2022-08-12T13:00:01+00:00;AGNC Investment Corp;85475;Is Most-Watched Stock AGNC Investment Corp. (AGNC) Worth Betting on Now?;['4OQ1.F', 'AGNC.US', 'AGNCM.US', 'AGNCN.US', 'AGNCP.US'];{'polarity': 0.999, 'neg': 0.006, 'neu': 0.86, 'pos': 0.134};AGNC
126151;7284;0;2022-08-12T13:53:04+00:00;Liberty Latin America Ltd;114381;Colorado CEOs earned 164 times more than their workers last year;['2UH.F', '6PP.F', 'ANGI.US', 'LILA.US', 'LILAB.US', 'LILAK.US', 'LM03.F', 'LM06.F', 'LSXMA.US', 'LSXMB.US', 'LSXMK.US', 'PLTR.US'];{'polarity': 0, 'neg': 0, 'neu': 1, 'pos': 0};LILA
126152;7284;0;2022-08-12T13:53:04+00:00;Liberty Latin America Ltd;114751;Colorado CEOs earned 164 times more than their workers last year;['2UH.F', '6PP.F', 'ANGI.US', 'LILA.US', 'LILAB.US', 'LILAK.US', 'LM03.F', 'LM06.F', 'LSXMA.US', 'LSXMB.US', 'LSXMK.US', 'PLTR.US'];{'polarity': 0, 'neg': 0, 'neu': 1, 'pos': 0};LILAK
126228;7361;1;2022-08-12T15:20:09+00:00;Zillow Group Inc;66672;A huge increase in home inspections shows that buyers are finally wresting back some purchasing power;['0ZG.F', '0ZG2.F', 'Z.US', 'ZG.US'];{'polarity': 0.946, 'neg': 0.045, 'neu': 0.856, 'pos': 0.099};Z
126229;7361;1;2022-08-12T15:20:09+00:00;Zillow Group Inc;67462;A huge increase in home inspections shows that buyers are finally wresting back some purchasing power;['0ZG.F', '0ZG2.F', 'Z.US', 'ZG.US'];{'polarity': 0.946, 'neg': 0.045, 'neu': 0.856, 'pos': 0.099};ZG
126234;7367;1;2022-08-12T15:21:35+00:00;Zillow Group Inc;66671;Opendoor Technologies Looks a Lot Better Following This Zillow Partnership;['0ZG.F', '0ZG2.F', 'OPEN.US', 'Z.US', 'ZG.US'];{'polarity': 0.998, 'neg': 0.021, 'neu': 0.834, 'pos': 0.145};Z
126235;7367;1;2022-08-12T15:21:35+00:00;Zillow Group Inc;67461;Opendoor Technologies Looks a Lot Better Following This Zillow Partnership;['0ZG.F', '0ZG2.F', 'OPEN.US', 'Z.US', 'ZG.US'];{'polarity': 0.998, 'neg': 0.021, 'neu': 0.834, 'pos': 0.145};ZG
126340;7473;0;2022-08-12T19:12:10+00:00;Pinnacle Financial Partners Inc;87984;Why this Tennessee bank is bulking up in Greater Washington;['PFZ.F', 'PNFP.US', 'PNFPP.US'];{'polarity': -0.296, 'neg': 0.104, 'neu': 0.896, 'pos': 0};PNFP
126341;7473;0;2022-08-12T19:12:10+00:00;Pinnacle Financial Partners Inc;118018;Why this Tennessee bank is bulking up in Greater Washington;['PFZ.F', 'PNFP.US', 'PNFPP.US'];{'polarity': -0.296, 'neg': 0.104, 'neu': 0.896, 'pos': 0};PNFPP
126346;7479;0;2022-08-12T19:18:21+00:00;Zillow Group Inc;66670;3 New Stocks to Buy Now for a Profitable 2023;['0Q3.F', '0ZG.F', '0ZG2.F', 'BYND.US', 'KIND.US', 'MCD.US', 'OPEN.US', 'PEP.US', 'Z.US', 'ZG.US'];{'polarity': 0.998, 'neg': 0.04, 'neu': 0.827, 'pos': 0.133};Z
126347;7479;0;2022-08-12T19:18:21+00:00;Zillow Group Inc;67460;3 New Stocks to Buy Now for a Profitable 2023;['0Q3.F', '0ZG.F', '0ZG2.F', 'BYND.US', 'KIND.US', 'MCD.US', 'OPEN.US', 'PEP.US', 'Z.US', 'ZG.US'];{'polarity': 0.998, 'neg': 0.04, 'neu': 0.827, 'pos': 0.133};ZG
126381;7514;0;2022-08-12T20:15:00+00:00;Atlanta Braves Holdings Inc;46498;Liberty Media Corporation Closes Private Offering of $475 Million of 2.25% Convertible Senior Notes Due 2027;['BATRA.US', 'BATRB.US', 'BATRK.US', 'FWONA.US', 'FWONB.US', 'FWONK.US', 'LM03.F', 'LM04.F', 'LM05.F', 'LM06.F', 'LSXMA.US', 'LSXMB.US'];{'polarity': 1, 'neg': 0.012, 'neu': 0.811, 'pos': 0.177};BATRA
126382;7514;0;2022-08-12T20:15:00+00:00;Atlanta Braves Holdings Inc;51269;Liberty Media Corporation Closes Private Offering of $475 Million of 2.25% Convertible Senior Notes Due 2027;['BATRA.US', 'BATRB.US', 'BATRK.US', 'FWONA.US', 'FWONB.US', 'FWONK.US', 'LM03.F', 'LM04.F', 'LM05.F', 'LM06.F', 'LSXMA.US', 'LSXMB.US'];{'polarity': 1, 'neg': 0.012, 'neu': 0.811, 'pos': 0.177};BATRK
126462;7595;1;2022-08-13T12:07:08+00:00;Zions Bancorporation N;87363;Here's What We Like About Zions Bancorporation National Association's (NASDAQ:ZION) Upcoming Dividend;['ZB1.F', 'ZION.US', 'ZIONO.US', 'ZIONP.US'];{'polarity': 0.997, 'neg': 0.054, 'neu': 0.809, 'pos': 0.137};ZION
126463;7595;1;2022-08-13T12:07:08+00:00;Zions Bancorporation N;96515;Here's What We Like About Zions Bancorporation National Association's (NASDAQ:ZION) Upcoming Dividend;['ZB1.F', 'ZION.US', 'ZIONO.US', 'ZIONP.US'];{'polarity': 0.997, 'neg': 0.054, 'neu': 0.809, 'pos': 0.137};ZIONO
126464;7595;1;2022-08-13T12:07:08+00:00;Zions Bancorporation N;102773;Here's What We Like About Zions Bancorporation National Association's (NASDAQ:ZION) Upcoming Dividend;['ZB1.F', 'ZION.US', 'ZIONO.US', 'ZIONP.US'];{'polarity': 0.997, 'neg': 0.054, 'neu': 0.809, 'pos': 0.137};ZIONP
126500;7633;1;2022-08-13T13:03:00+00:00;Franchise Group Inc;129492;A Dose of Vitamin Shoppe Could Be Good for Your Portfolio;['FRG.US', 'FRGAP.US'];{'polarity': 0.844, 'neg': 0.055, 'neu': 0.58, 'pos': 0.365};FRG
